shape_id,block_ids,trip_ids
550003,[353157],"[3442475, 3442476, 3442477, 3442478, 3442479, 3442480, 3442481, 3442482, 3442483, 3442484, 3442485, 3442486, 3442487, 3442488, 3442489, 3442490]"
560011,"[353168, 353169]","[3442296, 3442297, 3442298, 3442299, 3442300, 3442301, 3442302, 3442303, 3442304, 3442305, 3442306, 3442307, 3442308, 3442309, 3442310, 3442311, 3442312, 3442313, 3442314, 3442315, 3442316]"
560012,"[353168, 353169]","[3442317, 3442318, 3442319, 3442320, 3442321, 3442322, 3442323, 3442324, 3442325, 3442326, 3442327, 3442328, 3442329, 3442330, 3442331, 3442332, 3442333, 3442334, 3442335, 3442336, 3442337]"
580004,[353156],"[3442338, 3442339, 3442340, 3442341, 3442342, 3442343, 3442344, 3442345, 3442346, 3442347, 3442348, 3442349, 3442350, 3442351, 3442352, 3442353]"
580011,[353167],"[3442354, 3442355, 3442356, 3442357, 3442358, 3442359, 3442360, 3442361, 3442362, 3442363, 3442364, 3442365, 3442366, 3442367, 3442368, 3442369]"
610002,"[353158, 353159]","[3442401, 3442402, 3442403, 3442404, 3442405, 3442406, 3442407, 3442408, 3442409, 3442410, 3442411, 3442412, 3442413, 3442414, 3442415, 3442416, 3442417, 3442418, 3442419, 3442420, 3442421, 3442422, 3442423, 3442424, 3442425, 3442426, 3442427, 3442428, 3442429]"
610004,"[353158, 353159]","[3442430, 3442431, 3442432, 3442433, 3442434, 3442435, 3442436, 3442437, 3442438, 3442439, 3442440, 3442441, 3442442, 3442443, 3442444, 3442445, 3442446, 3442447, 3442448, 3442449, 3442450, 3442451, 3442452, 3442453, 3442454, 3442455, 3442456, 3442457, 3442458]"
630005,[353157],"[3442491, 3442492, 3442493, 3442494, 3442495, 3442496, 3442497, 3442498, 3442499, 3442500, 3442501, 3442502, 3442503, 3442504, 3442505]"
630002,[353157],"[3442506, 3442507, 3442508, 3442509, 3442510, 3442511, 3442512, 3442513, 3442514, 3442515, 3442516, 3442517, 3442518, 3442519, 3442520]"
650020,"[353168, 353169, 353170]","[3442257, 3442258, 3442262, 3442263, 3442264, 3442265, 3442266, 3442267, 3442268, 3442269, 3442270, 3442271, 3442272, 3442273, 3442291, 3442292, 3442293, 3442294, 3442295]"
650009,"[353169, 353168, 353170]","[3442259, 3442260, 3442261, 3442274, 3442275, 3442276, 3442277, 3442278, 3442279, 3442280, 3442281, 3442282, 3442283, 3442284, 3442285, 3442286, 3442287, 3442288, 3442289, 3442290]"
60019,"[354127, 354130, 354129, 354131, 354128]","[3442921, 3442922, 3442923, 3442924, 3442925, 3442926, 3442927, 3442928, 3442929, 3442930, 3442931, 3442932, 3442933, 3442934, 3442935, 3442936, 3442937]"
60020,"[354127, 354130, 354129, 354131, 354128]","[3442938, 3442939, 3442940, 3442941, 3442942, 3442943, 3442944, 3442945, 3442946, 3442947, 3442948, 3442949, 3442950, 3442951, 3442952, 3442953]"
60013,[354128],[3442954]
70001,"[354123, 354125, 354121]","[3442855, 3442856, 3442857, 3442858, 3442859, 3442860, 3442861, 3442862, 3442863, 3442864, 3442865, 3442866, 3442867, 3442868, 3442869, 3442870, 3442871, 3442872, 3442873, 3442874, 3442875, 3442876, 3442877, 3442878, 3442879, 3442880, 3442881, 3442882, 3442883, 3442884, 3442885, 3442886, 3442887]"
70019,"[354123, 354121, 354125]","[3442888, 3442889, 3442890, 3442891, 3442892, 3442893, 3442894, 3442895, 3442896, 3442897, 3442898, 3442899, 3442900, 3442901, 3442902, 3442903, 3442904, 3442905, 3442906, 3442907, 3442908, 3442909, 3442910, 3442911, 3442912, 3442913, 3442914, 3442915, 3442916, 3442917, 3442918, 3442919]"
70004,[354125],[3442920]
80008,"[354119, 354124, 354132, 354120, 354122, 354118]","[3442787, 3442788, 3442789, 3442790, 3442791, 3442792, 3442793, 3442794, 3442795, 3442796, 3442797, 3442798, 3442799, 3442800, 3442801, 3442802, 3442803, 3442804, 3442805, 3442806, 3442807, 3442808, 3442809, 3442810, 3442811, 3442812, 3442813, 3442814, 3442815, 3442816, 3442817, 3442818, 3442819]"
80020,"[354122, 354118, 354119, 354124, 354132, 354120]","[3442820, 3442821, 3442822, 3442823, 3442824, 3442825, 3442826, 3442827, 3442828, 3442829, 3442830, 3442831, 3442832, 3442833, 3442834, 3442835, 3442836, 3442837, 3442838, 3442839, 3442840, 3442841, 3442842, 3442843, 3442844, 3442845, 3442846, 3442847, 3442848, 3442849, 3442850, 3442851, 3442852, 3442853]"
80011,[354122],[3442854]
90006,"[354133, 354117, 354126]","[3442754, 3442771, 3442772, 3442773, 3442774, 3442775, 3442776, 3442777, 3442778, 3442779, 3442780, 3442781, 3442782, 3442783, 3442784, 3442785, 3442786]"
90005,"[354133, 354126, 354117]","[3442755, 3442756, 3442757, 3442758, 3442759, 3442760, 3442761, 3442762, 3442763, 3442764, 3442765, 3442766, 3442767, 3442768, 3442769, 3442770]"
