shape_id,block_ids,trip_ids
2050010,"[352292, 352265]","[3433010, 3433015]"
2050009,[352270],[3433014]
2060030,"[352331, 352327, 352322, 352335, 352334]","[3430991, 3430998, 3431002, 3431004, 3431005, 3431072, 3431094, 3431095]"
2060031,"[352326, 352327, 352322, 352331, 352333, 352334, 352335, 352325]","[3430992, 3430994, 3430995, 3430996, 3431060, 3431061, 3431062, 3431063, 3431064, 3431065, 3431066, 3431067, 3431068, 3431069, 3431070, 3431071, 3431073, 3431074, 3431075, 3431076, 3431077, 3431078, 3431079, 3431080, 3431081, 3431082, 3431083, 3431084, 3431085, 3431086, 3431087, 3431089, 3431090, 3431092, 3431093]"
2060013,"[352334, 352333]","[3430993, 3431096]"
2060032,[352326],[3430997]
2060012,"[352334, 352325]","[3430999, 3431001]"
2060016,[352331],[3431000]
2060033,"[352322, 354051]","[3431003, 3431008]"
2060034,[352327],[3431006]
2060010,"[352327, 352331, 352335, 352334, 352325, 352333, 352322, 352326]","[3431007, 3431009, 3431010, 3431011, 3431012, 3431013, 3431014, 3431015, 3431016, 3431017, 3431018, 3431019, 3431020, 3431021, 3431022, 3431023, 3431024, 3431025, 3431026, 3431027, 3431028, 3431029, 3431030, 3431031, 3431032, 3431033, 3431034, 3431035, 3431036, 3431037, 3431038, 3431039, 3431040, 3431041, 3431043, 3431044, 3431045, 3431046, 3431047, 3431048, 3431051, 3431053, 3431054]"
2060017,"[352331, 352322, 352327, 352325]","[3431042, 3431055, 3431056, 3431058, 3431059]"
2060019,[352333],[3431049]
2060018,"[352335, 352323]","[3431050, 3431052]"
2060035,"[352333, 352335, 352325]","[3446904, 3446905, 3446906]"
200003,"[352315, 352379, 352314, 352373, 352389, 352307, 352380, 352381, 352384, 352378, 352382, 352377, 352391, 352390, 352388, 352313, 352387, 354099, 352308, 352375, 352374, 352306, 352464, 352468]","[3433137, 3433138, 3433139, 3433140, 3433141, 3433142, 3433143, 3433144, 3433145, 3433146, 3433147, 3433148, 3433149, 3433150, 3433151, 3433152, 3433153, 3433154, 3433155, 3433156, 3433157, 3433158, 3433159, 3433160, 3433161, 3433162, 3433163, 3433164, 3433165, 3433166, 3433167, 3433168, 3433169, 3433170, 3433171, 3433172, 3433173, 3433174, 3433175, 3433176, 3433177, 3433178, 3433179, 3433180, 3433181, 3433182, 3433183, 3433234, 3433235]"
200019,"[352381, 352378, 352374, 352390, 352385, 352468, 352464, 352315, 352379, 352314, 352373, 352307, 352308, 352306, 352313, 352375, 352383, 352392, 352384, 352382, 352377, 352391, 352388, 352387, 354099]","[3433184, 3433185, 3433186, 3433187, 3433188, 3433189, 3433190, 3433191, 3433192, 3433193, 3433194, 3433195, 3433196, 3433197, 3433198, 3433199, 3433200, 3433201, 3433202, 3433203, 3433204, 3433205, 3433206, 3433207, 3433208, 3433209, 3433210, 3433211, 3433212, 3433213, 3433214, 3433215, 3433216, 3433217, 3433218, 3433219, 3433220, 3433221, 3433222, 3433223, 3433224, 3433225, 3433226, 3433227, 3433228, 3433229, 3433230, 3433231, 3433232, 3433233]"
210003,"[352341, 352338, 352459, 352337, 352339, 352336, 352340, 352342]","[3432647, 3432649, 3432661, 3432662, 3432663, 3432664, 3432665, 3432666, 3432667, 3432668, 3432669, 3432670, 3432671, 3432672, 3432675, 3432676, 3432679, 3432685, 3432686, 3432687, 3432688, 3432689, 3432690, 3432691, 3432692, 3432693, 3432694]"
