shape_id,block_ids,trip_ids
280004,"[352773, 352774, 352720]","[3436724, 3436725, 3436726, 3436727, 3436728, 3436729, 3436730, 3436731, 3436732, 3436733, 3436734, 3436735, 3436736, 3436737, 3436738, 3436739, 3436740, 3436741, 3436742, 3436743, 3436744, 3436745, 3436746, 3436747, 3436748, 3436749, 3436750, 3436751, 3436752, 3436753, 3436754, 3436786, 3436787, 3436788, 3436791]"
280005,"[352720, 352773, 352774]","[3436755, 3436756, 3436757, 3436758, 3436759, 3436760, 3436761, 3436762, 3436763, 3436764, 3436765, 3436766, 3436767, 3436768, 3436769, 3436770, 3436771, 3436772, 3436773, 3436774, 3436775, 3436776, 3436777, 3436778, 3436779, 3436780, 3436781, 3436782, 3436783, 3436784, 3436785, 3436789, 3436790, 3436792]"
290003,"[352669, 352671, 352672, 352728, 352668, 352670, 352679, 352680, 352687, 352667, 352701]","[3436655, 3436656, 3436657, 3436658, 3436659, 3436660, 3436661, 3436662, 3436663, 3436664, 3436665, 3436666, 3436667, 3436668, 3436669, 3436670, 3436671, 3436672, 3436673, 3436674, 3436675, 3436676, 3436677, 3436678, 3436679, 3436680, 3436681, 3436682, 3436683, 3436684, 3436685, 3436686, 3436687, 3436688, 3436689]"
290004,"[352687, 352669, 352671, 352672, 352728, 352668, 352670, 352679, 352680, 352667]","[3436690, 3436691, 3436692, 3436693, 3436694, 3436695, 3436696, 3436697, 3436698, 3436699, 3436700, 3436701, 3436702, 3436703, 3436704, 3436705, 3436706, 3436707, 3436708, 3436709, 3436710, 3436711, 3436712, 3436713, 3436714, 3436715, 3436716, 3436717, 3436718, 3436719, 3436720, 3436721, 3436722, 3436723]"
3010006,"[352698, 352697, 352696, 352695, 352694, 352693, 352692]","[3437028, 3437029, 3437030, 3437031, 3437032, 3437033, 3437034, 3437035, 3437036, 3437037, 3437038, 3437039, 3437040, 3437041, 3437042, 3437043, 3437044, 3437045, 3437046, 3437047, 3437048, 3437049, 3437050, 3437051, 3437052, 3437053, 3437054, 3437055, 3437056, 3437057, 3437058, 3437059, 3437060, 3437061, 3437062, 3437063, 3437064, 3437065, 3437066, 3437067, 3437068, 3437069, 3437070, 3437071, 3437072, 3437073, 3437074, 3437075, 3437076, 3437077, 3437078, 3437079, 3437080, 3437081, 3437082, 3437083, 3437084, 3437085, 3437086, 3437087, 3437088, 3437089, 3437090, 3437091, 3437092, 3437093, 3437094, 3437095, 3437096, 3437097, 3437098, 3437099]"
3010005,"[352692, 352698, 352697, 352696, 352695, 352694, 352693]","[3437100, 3437101, 3437102, 3437103, 3437104, 3437105, 3437106, 3437107, 3437108, 3437109, 3437110, 3437111, 3437112, 3437113, 3437114, 3437115, 3437116, 3437117, 3437118, 3437119, 3437120, 3437121, 3437122, 3437123, 3437124, 3437125, 3437126, 3437127, 3437128, 3437129, 3437130, 3437131, 3437132, 3437133, 3437134, 3437135, 3437136, 3437137, 3437138, 3437139, 3437140, 3437141, 3437142, 3437143, 3437144, 3437145, 3437146, 3437147, 3437148, 3437149, 3437150, 3437151, 3437152, 3437153, 3437154, 3437155, 3437156, 3437157, 3437158, 3437159, 3437160, 3437161, 3437162, 3437163, 3437164, 3437165, 3437166, 3437167, 3437168, 3437169, 3437170]"
3020006,"[352747, 352752, 352748, 352746, 352753, 352744, 352754, 352749, 352745]","[3435150, 3435151, 3435152, 3435153, 3435154, 3435155, 3435156, 3435157, 3435158, 3435159, 3435160, 3435161, 3435162, 3435163, 3435164, 3435165, 3435166, 3435167, 3435168, 3435169, 3435170, 3435171, 3435172, 3435173, 3435174, 3435175, 3435176, 3435177, 3435178, 3435179, 3435180, 3435181, 3435182, 3435183, 3435184, 3435185, 3435186, 3435187, 3435188, 3435189, 3435190, 3435191, 3435192, 3435193, 3435194, 3435254, 3435255, 3435274, 3435275, 3435276, 3435277, 3435278]"
3020007,"[352752, 352748, 352746, 352747, 352753, 352744, 352754, 352749, 352745]","[3435195, 3435196, 3435197, 3435198, 3435199, 3435200, 3435201, 3435202, 3435203, 3435204, 3435205, 3435206, 3435207, 3435208, 3435209, 3435210, 3435211, 3435212, 3435213, 3435214, 3435215, 3435216, 3435217, 3435218, 3435219, 3435220, 3435221, 3435222, 3435223, 3435224, 3435225, 3435226, 3435227, 3435228, 3435229, 3435230, 3435231, 3435232, 3435233, 3435234, 3435235, 3435236, 3435237, 3435238, 3435239, 3435240, 3435241, 3435242, 3435243, 3435244, 3435245, 3435246, 3435247, 3435248, 3435249, 3435250, 3435251, 3435252, 3435253, 3435256]"
3020009,"[352753, 352754, 352744]","[3435265, 3435266, 3435267, 3435268, 3435269, 3435270, 3435271, 3435272]"
300002,"[352699, 352704, 352701, 352700, 352703, 352702]","[3436555, 3436556, 3436557, 3436558, 3436559, 3436560, 3436561, 3436562, 3436563, 3436564, 3436565, 3436566, 3436567, 3436568, 3436569, 3436570, 3436571, 3436572, 3436573, 3436574, 3436575, 3436576, 3436577, 3436578, 3436579, 3436580, 3436581, 3436582, 3436583, 3436584, 3436585, 3436586, 3436587, 3436588, 3436589]"
